phrase,abbr,count
unconditioned stimuli,US,2
umbilical cord blood transplant,UCBT,2
ubiquitin interacting motif,UIM,2
ubiquitin binding domains,UBDs,2
tyrosine kinases,TKs,2
type three secretion system,TTSS,2
two photon microscopy,TPM,2
two electrode voltage clamp,TEVC,2
tumoral calcinosis,TC,2
tumor induced osteomalacia,TIO,2
tumor cohesivity,TC,2
triplet repeat sequence,TRS,2
trigger factor,TF,2
traumatic stress sequelae,TSS,2
traumatic brain injuries,TBI,2
trauma hemorrhagic shock,T/HS,2
transition zone,TZ,2
transiently catecholaminergic,TC,2
transient receptor potential canonical,TRPC1,2
transient ischemic attack,TIA,2
transgenic lymphocyte immunization,TLI,2
transfusion related acute lung injury,TRALI,2
transforming growth factor B,TGFB,2
transendothelial electrical resistance,TER,2
transdermal nicotine,TN,2
transcutaneous electrical nerve stimulation,TENS,2
transcriptional start site,TSS,2
transcription factor binding sites,TFBSs,2
transcription activation domain,TAD,2
traffic related air pollution,TRAP,2
tractus solitarii,nTS,2
tractography activation models,TAMs,2
total lymphoid irradiation,TLI,2
total hip replacement,THR,2
total functional capacity,TFC,2
total fertility rate,TFR,2
total enteral nutrition,TEN,2
total daily energy expenditure,TDEE,2
total choline,TCho,2
tobacco smoke,TS,2
tobacco etch virus,TEV,2
to acute aortic dissections,TAAD,2
tissue plasminogen activator,TPA,2
tissue micro arrays,TMA,2
tissue kallikrein,TK,2
tissue engineered vascular grafts,TEVGs,2
tissue engineered constructs,TECs,2
tissue engineered blood vessels,TEBVs,2
tissue damaging procedures,TDPs,2
time to progression,TTP,2
time resolved magnetic circular dichroism,TRMCD,2
time dependent potentiation,TDP,2
time dependent inhibition,TDI,2
tight junction protein,TJP,2
tick anticoagulant peptide,TAP,2
thyroid stimulating immunoglobulins,TSI,2
thyroid stimulating autoantibodies,TSAb,2
thyroid stimulating antibodies,TSAb,2
thyroid eye disease,TED,2
thymine DNA glycosylase,TDG,2
thymic epithelial cells,TEC,2
thromboxane prostanoid,TP,2
thrombospondin related anonymous protein,TRAP,2
thoracic aortic constriction,TAC,2
thoracic aortic aneurysms,TAAs,2
thioredoxin reductase,TR,2
thick ascending limb,TAL,2
thick ascending limb,cTAL,2
thermal cycling,TC,2
therapeutic lifestyle changes,TLC,2
therapeutic hypothermia,TH,2
the great arteries,TGA,2
the AR,T877A,2
thalamo cortical,TC,2
testosterone propionate,TP,2
tertiary lymphoid organs,TLO,2
ternary complex factors,TCFs,2
terminal protein,TP,2
terminal end buds,TEB,2
telomeric rapid deletion,TRD,2
telomere position effect,TPE,2
telomerase RNA,TR,2
telephone counseling,TC,2
teen dating violence,TDV,2
taste receptors,T2Rs,2
taste receptor cells,TRCs,2
tartrate resistant acid phosphatase,TRAP,2
targeted cognitive training,TCT,2
systemic vascular resistance,SVR,2
systemic thermal therapy,STT,2
systemic mastocytosis,SM,2
systemic acquired resistance,SAR,2
syringe exchange programs,SEPs,2
sympathetic nerve endings,SNE,2
sympathetic islet neuropathy,eSIN,2
sustained viral response,SVR,2
surgical ventricular restoration,SVR,2
surgical brain injury,SBI,2
surfactant proteins,SP,2
surface force apparatus,SFA,2
suppression subtractive hybridization,SSH,2
supported employment,SE,2
support vector machines,SVM,2
supervised aerobic exercise,SAE,2
superficial zone protein,SZP,2
superficial zone,SZ,2
sugar sweetened beverages,SSBs,2
sucrase isomaltase,SI,2
substrate binding domain,SBD,2
substantial nigra,SN,2
substance dependence,SD,2
substance abuse treatment,SAT,2
subjective well being,SWB,2
subcutaneous adipose tissue,SAT,2
subchondral bone,SB,2
sub ventricular zone,SVZ,2
structured interview,SI,2
structured illumination microscopy,SIM,2
structure based drug design,SBDD,2
structure activity relation,SAR,2
structural equations modeling,SEM,2
stromal cells,SCs,2
stretch activated channels,SACs,2
stress management training,SMT,2
stress granule,SG,2
store operated cation,SOC,2
sterol regulatory element,SRE,2
steroidogenesis acute regulator,StAR,2
steroid receptor coactivator,SRC,2
sterically stabilized liposomes,SSL,2
stellate ganglion nerve activity,SGNA,2
stellate ganglion,SG,2
steady state free precession,SSFP,2
static magnetic fields,SMF,2
standard aftercare,SA,2
spontaneous transient outward currents,STOCs,2
spontaneous transient inward currents,STICs,2
splice site,3SS,2
spleen necrosis virus,SNV,2
spiral ganglion cells,SGCs,2
spiral ganglion,SG,2
spiral ganglia neurons,SGNs,2
spin echo,SE,2
sphingosine kinase,SphK,2
spermatogonial stem cell,SSC,2
speech language pathologists,SLPs,2
spectro temporal receptive field,STRF,2
specific phobia,SP,2
specific modulators or regulators,SMOR,2
specialty mental health care,SMHC,2
somatic gonadal precursors,SGPs,2
solitary pulmonary nodules,SPN,2
solid phase synthesis,SPS,2
sodium lithium countertransport,SLC,2
sodium dodecyl sulfate,SDS,2
social skills training,SST,2
social network analysis,SNA,2
social network,SN,2
social information processing,SIP,2
social adaptational status,SAS,2
smooth muscle myosin phosphatase,SMMP,2
smooth muscle gamma actin,SMGA,2
smooth muscle cells,vSMCs,2
smoking cues,SCs,2
small vessel disease,SVD,2
small multidrug resistance,SMR,2
small latent complex,SLC,2
small intestinal submucosa,SIS,2
small hydrophobic,SH,2
small angle neutron scattering,SANS,2
slow waves,SW,2
sleep restriction,SR,2
sleep regulatory substances,SRSs,2
sleep fragmentation,SF,2
skin self examinations,SSEs,2
skilled nursing facilities,SNFs,2
skeletal related events,SRE,2
sino atrial node,SAN,2
single visit program,SVP,2
single strand conformational polymorphism,SSCP,2
single photon emission computerized tomography,SPECT,2
single nucleotides polymorphism,SNP,2
single nucleotide variants,SNVs,2
single nucleotide polymorphisms,nsSNPs,2
signal peptide,SP,2
short wavelength sensitive,SWS1,2
short term plasticity,STP,2
short term memory,STM,2
short consensus repeats,SCRs,2
short consensus repeat,SCR,2
shoot apical meristem,SAM,2
shock wave lithotripsy,SWL,2
shearwave dispersion ultrasound vibrometry,SDUV,2
shared epitope,SE,2
sexually abused children,SAC,2
sexual assault,SA,2
sex myoblasts,SMs,2
sex determination,SD,2
severely mentally ill,SMI,2
severe combined immune deficient,SCID,2
serum amyloid P,SAP,2
serotonin reuptake inhibitor,SRI,2
serine protease,SP,2
serine hydrolases,SHs,2
separation anxiety disorder,SAD,2
sentinel lymph nodes,SLNs,2
self assembled monolayers,SAMs,2
selective androgen receptor modulators,SARMs,2
segmental duplications,SDs,2
segmental antigen challenge,SAC,2
sedimentation equilibrium,SE,2
secretory vesicles,SV,2
secretory immunoglobulin A,SIgA,2
secretory component,SC,2
secondary lymphoid organs,SLOs,2
second hand smoke,SHS,2
sciatic nerve stimulation,SNS,2
scavenger receptor B1,SRB1,2
scanning laser polarimetry,SLP,2
saturated fatty acids,SFA,2
satisfaction of search,SOS,2
satellite panicum mosaic virus,SPMV,2
satellite glial cells,SGCs,2
satellite cells,SCs,2
sarcoplasmic reticulum,jSR,2
saphenous vein,SV,2
salt sensitive,SS,2
round window membrane,RWM,2
root mean square deviation,RMSD,2
rolling circle,RC,2
risky sexual behavior,RSB,2
right ventricular hypertrophy,RVH,2
right hemisphere,RH,2
ribosome display,RD,2
ribosome binding site,RBS,2
ribosomal S6 kinases,RSKs,2
ribosomal S6 kinase,p90RSK,2
rheumatic heart disease,RHD,2
reward prediction error,RPE,2
reverse transcription,RT,2
reverse transcriptases,RTs,2
reverse transcriptase inhibitor,RTI,2
reverse phase protein array,RPPA,2
retinyl esters,tREs,2
retinoblastoma binding protein,RBP,2
retinal degeneration,RD,2
reticular formation,RF,2
restless leg syndrome,RLS,2
resting membrane potential,RMP,2
response time,RT,2
response elements,RE,2
respiratory syncytial virus,hRSV,2
respiratory related evoked potential,RREP,2
respiratory chain,RC,2
resonance Raman,RR,2
resistant hypertension,RH,2
research assistant,RA,2
repulsive guidance molecule,RGM,2
replicative capacity,vRC,2
replication stress response,RSR,2
replication protein A,hRPA,2
replication factor C,RFC,2
replication coupling assembly factor,RCAF,2
replication complex,RC,2
repeat binding proteins,RBPs,2
renal tubular epithelial cells,RTEC,2
renal perfusion pressure,RPP,2
renal cell carcinoma,ccRCC,2
relaxed circular,RC,2
relaxation training,RT,2
relaxation therapy,RT,2
regulatory volume decrease,RVD,2
regular spiking,RS,2
regions of hypermutability,ROHs,2
regeneration associated genes,RAGs,2
reflex sympathetic dystrophy,RSD,2
reflectance confocal microscopy,RCM,2
reduced uterine perfusion pressure,RUPP,2
recycling endosomes,REs,2
recurrent laryngeal nerve,RLN,2
recovery sleep,RS,2
reconstituted lymphopenic mice,RLM,2
recombining sequence,RS,2
recombination enhancer,RE,2
recombinase mediated cassette exchange,RMCE,2
recombinant inbred lines,RILs,2
recombinant attenuated Salmonella vaccines,RASV,2
receptor protein tyrosine kinases,RPTKs,2
receptor protein tyrosine kinases,RPTK,2
receptive fields,RFs,2
receiver operator characteristic,ROC,2
reading disorders,RD,2
readily releasable pool,RRP,2
reactive oxidative species,ROS,2
reactive nitrogen intermediates,RNIs,2
reactive chlorinating species,RCS,2
reactive center loop,RCL,2
reaction time,RT,2
reaction centers,RCs,2
rat brain microvascular endothelial cells,RBMECs,2
rat basophilic leukemia,RBL,2
rapidly adapting,RA,2
rapid tRNA decay,RTD,2
rapid serial visual presentation,RSVP,2
raphe magnus,RM,2
range of motion,ROM,2
"randomized, controlled trial",RCT,2
radiation attenuated sporozoite,RAS,2
radial spoke,RS,2
radial glial cells,RGCs,2
radial glia,RG,2
quantum mechanical,QM,2
quantum dots,QDs,2
quantitative trait nucleotide,QTN,2
quantitative trait linkage,QTL,2
quantitative trait genes,QTG,2
quantitative microbial risk assessment,QMRA,2
quality improvement,QI,2
quality assurance,QA,2
pyrimethamine sulfadoxine,PS,2
pure red cell aplasia,PRCA,2
pulsed wave,PW,2
pulsed dye laser,PDL,2
pulmonary valve,PV,2
pulmonary function tests,PFTs,2
pulmonary function testing,PFT,2
pulmonary fibrosis,PF,2
pulmonary emboli,PE,2
pulmonary blood flow,PBF,2
pulmonary artery hypertension,PAH,2
pulmonary arterial vascular smooth muscle cells,PAVSMC,2
psychological well being,PWB,2
psychoactive substance use disorders,PSUD,2
proximo distal,PD,2
proximal tubular cells,PTC,2
proximal convoluted tubule,PCT,2
proteinase activated receptors,PARs,2
protein phosphatases,PPs,2
protein phosphatases,PPases,2
protein phosphatase,PP1,2
protein phosphatase,PP,2
protein kinases C,PKC,2
protein kinases,mPKs,2
protein kinase inhibitor,PKI,2
protein kinase C8,PKC8,2
protein kinase C5,PKC5,2
protein kinase C4,PKC4,2
protein DNA interactions,PDIs,2
prosthetic joint infection,PJI,2
prostatic acid phosphatase,PAP,2
prostate intraepithelial neoplasias,PIN,2
prospective payment system,PPS,2
proprotein convertase,PC,2
proliferative inflammatory atrophy,PIA,2
proliferative diabetic retinopathy,PDR,2
progressive secondary hemorrhage,PSH,2
progressive resistance training,PRT,2
progressive hemorrhagic necrosis,PHN,2
programmed electrical stimulation,PES,2
progestin receptors,PRs,2
progenitor cells,PCs,2
procyclic form,PF,2
principle investigator,PI,2
principal components analysis,PCA,2
principal component analysis,PCA,2
principal cells,PCs,2
principal cells,PC,2
primordial germ cell,PGC,2
primitive hemopoietic stem cells,PHSC,2
primitive endoderm,PE,2
primary malignant brain tumor,PMBT,2
primary androgen deprivation therapy,PADT,2
primary afferent depolarization,PAD,2
prenyl binding protein,PrBP/d,2
prenatal tobacco exposure,PTE,2
pregnane X receptor,hPXR,2
pregnancy induced hypertension,PIH,2
preferred retinal locus,PRL,2
preferred provider organizations,PPOs,2
potentially reduced exposure products,PREPs,2
postoperative delirium,PD,2
posterior left atrium,PLA,2
post stroke depression,PSD,2
post antibiotic effect,PAE,2
positive predictive value,PPV,2
positive end expiratory pressure,PEEP,2
positive emotionality,PE,2
portal fibroblasts,PF,2
porcine aortic endothelial cells,PAEC,2
polyoma virus,PyV,2
polymerase chain reaction,qPCR,2
poly ADP ribose,PAR,2
pneumococcal conjugate vaccine,PCV13,2
pneumococcal conjugate vaccine,PCV,2
pleural macrophage,PM,2
platelet rich plasma,PRP,2
platelet derived growth factor receptor,PDGFR,2
plasmon controlled fluorescence,PCF,2
plasmacytoid dendritic cells,PDC,2
plasma expanders,PEs,2
planum temporale,PT,2
pillar cells,PCs,2
pial basement membrane,PBM,2
physician/ pharmacist collaborative management,PPCM,2
photonic crystal,PC,2
phosphoramide mustard,PM,2
phosphatidyl serine,PS,2
phosphatidyl inositol,PI,2
phonation threshold pressure,PTP,2
phase response curve,PRC,2
phase contrast,PC,2
phantom limb pain,PLP,2
persons who stutter,PWS,2
persistent inward current,PIC,2
persistent hyperplastic primary vitreous,PHPV,2
peroxisome proliferators activated receptors,PPARs,2
peroxisomal targeting signals,PTSs,2
peroxisomal proliferator activated receptor,PPAR,2
periventricular nodular heterotopia,PNH,2
periplasmic flagella,PFs,2
peripheral glucose utilization,PGU,2
peripheral blood stem cells,PBSC,2
percutaneous transluminal angioplasty,PTA,2
percutaneous respiratory assist catheter,PRAC,2
percutaneous cochlear implantation,PCI,2
percent mammographic density,PMD,2
peptide amphiphile,PA,2
peptide N glycanase,PNGase,2
penicillin resistant pneumococcal,PRPn,2
pelvic organ prolapse,POP,2
pelvic floor muscle training,PFMT,2
peak expiratory flow,PEF,2
pathogen recognition receptors,PRRs,2
parietal reach region,PRR,2
parietal epithelial cells,PECs,2
parenteral nutrition,PN,2
parenchymal arterioles,PAs,2
parasitophorous vacuole membrane,PVM,2
paramagnetic relaxation enhancement,PRE,2
parabronchial smooth muscle cells,PSMC,2
papillary thyroid cancer,chPTC,2
papillary muscle,PM,2
pantothenate kinase,PanK,2
pancreatic triglyceride lipase,PTL,2
pancreatic stellate cells,PSCs,2
pancreatic secretory trypsin inhibitor,PSTI,2
pancreatic polypeptide,PP,2
pancreatic lymph nodes,PLN,2
pancreatic duct epithelial cells,PDEC,2
pancreatic cancer,PanC,2
palmitic acid,PA,2
p21 activated kinases,PAKs,2
p21 activated kinase,PAK1,2
oxygen regulated proteins,ORPs,2
oxygen extraction ratios,OER,2
oxidized low density lipoprotein,OxLDL,2
oxidative stress,OxS,2
oxidative pentose phosphate cycle,OPPC,2
over the counter,OTC,2
ovarian clear cell carcinoma,OCCC,2
outer root sheath,ORS,2
outer nuclear membrane,ONM,2
outer membrane vesicle,OMV,2
outer dynein arm,ODA,2
outcome dependent sampling,ODS,2
orthopedic injury,OI,2
organic cation transporters,OCTs,2
organic anion transporting polypeptide,OATP,2
organic anion transporters,OATs,2
organ transplant recipients,OTRs,2
ordinary differential equation,ODE,2
orbital frontal cortex,OFC,2
oral naltrexone placebo,ONP,2
optical tomography,OT,2
optical mapping,OM,2
optical intrinsic signal,OIS,2
optical imaging,OI,2
optical frequency domain imaging,OFDI,2
optic neuritis,ON,2
opportunistic infections,OIs,2
opioid receptors,OR,2
opioid receptor,muOR,2
opioid induced hyperalgesia,OIH,2
opiate withdrawal,OW,2
open reading frames,uORFs,2
oncogene induced senescence,OIS,2
omission cue induced suppression,OCIS,2
oligonucleotide ligation assay,OLA,2
oligodendrocyte precursor cells,OPC,2
of intrinsic signals,OIS,2
obstructive hypoventilation,OH,2
obsessive compulsive,OC,2
observational study,OS,2
nutritional support,NS,2
nurse practitioner,NP,2
nurse health navigator,NHN,2
nurse aides,NAs,2
nucleus tractus solitarius,mNTS,2
nucleus reticularis tegmenti pontis,NRTP,2
nucleus raphe magnus,NRM,2
nucleus laminaris,NL,2
nucleus accumbens shell,NAcSh,2
nucleus accumbens core,NACc,2
nucleus accumbens,NAcore,2
nucleotide sugar transporters,NSTs,2
nucleosome core particle,NCP,2
nucleic acid amplification testing,NAAT,2
nucleic acid,NA,2
nuclear respiratory factor,NRF,2
nuclear pore complexes,NPC,2
nuclear factor kappa B,NFKB,2
nuclear export signals,NESs,2
nuclear egress complex,NEC,2
novel salivary mucin,NSM,2
normal weight,NW,2
normal glucose tolerant,NGT,2
normal birth weight,NBW,2
non syndromic hearing loss,NSHL,2
non small cell lung cancers,NSCLCs,2
non rapid eye movement sleep,NREMS,2
non rapid eye movement,NREM,2
non obese diabetes,NOD,2
non nucleoside reverse transcriptase inhibitors,NNRTIs,2
non linear optical,NLO,2
non inherited maternal antigens,NIMA,2
non image forming,NIF,2
"non A, non B",NANB,2
nodose ganglia,NG,2
no sleep deprivation,NSD,2
no carrier added,NCA,2
nitrite reductase,NiR,2
nitrile hydratase,NHase,2
nitric oxide synthase,ecNOS,2
nitric oxide synthase,NOS1,2
nitric oxide synthase,NOS3,2
nitrate reductase,NR,2
nicotine replacement therapies,NRT,2
neutrophil gelatinase associated lipocalin,NGAL,2
neutralizing antibodies,NAb,2
neuronal progenitor cells,NPCs,2
neuron specific enolase,NSE,2
neurodegenerative diseases,ND,2
neural stem cell,hNSC,2
neural progenitor cell,NPC,2
nephrogenic diabetes insipidus,NDI,2
neonatal rat ventricular myocytes,NRVM,2
neonatal rat ventricular myocytes,NRVMs,2
neointimal hyperplasia,NH,2
neglected tropical disease,NTD,2
negative regulatory element,NRE,2
negative predictive value,NPV,2
nearest neighbor recognition,NNR,2
natural killer complex,NKC,2
natural killer cell activity,NKCA,2
natriuretic peptide activity,NPA,2
nasal associated lymphoreticular tissues,NALT,2
myristoylated alanine rich C kinase substrate,MARCKS,2
myosin light chains,MLCs,2
myosin light chain kinase,nmMLCK,2
myosin bound phosphatase,MBP,2
myosin binding subunit,MBS,2
myosin binding protein C,cMyBPC,2
myometrial smooth muscle cells,MSMC,2
myometrial smooth muscle cells,MSMCs,2
myogenic tone,MT,2
myogenic regulatory factors,MRFs,2
myocardin related transcription factor B,MRTFB,2
myocardial infarct,MI,2
myeloid progenitor cells,MPC,2
mutual regulatory,MR,2
muscle derived stem cells,MDSCs,2
muscle LIM protein,MLP,2
murine lung endothelial cells,MLEC,2
murine embryonic fibroblasts,MEFs,2
mumps virus,MuV,2
multiple sequence alignment,MSA,2
multiple organ dysfunction,MOD,2
multiple congenital anomalies,MCA,2
multi drug resistant organisms,MDRO,2
multi drug resistance,MDR1,2
mucosal mast cells,MMC,2
mucinous cystic neoplasms,MCNs,2
motor neurons,pMNs,2
mosaic variegated aneuploidy,MVA,2
morpholino oligonucleotides,MOs,2
mood management,MM,2
